Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
POST Submit Survey 870,1,4781,4781,4781,0.00,0.000%,.20916,18.23,0.52,89269.0
POST Submit Survey 871,1,4621,4621,4621,0.00,0.000%,.21640,18.87,0.54,89269.0
POST Submit Survey 872,1,5466,5466,5466,0.00,0.000%,.18295,15.95,0.46,89269.0
POST Submit Survey 873,1,4614,4614,4614,0.00,0.000%,.21673,18.89,0.54,89269.0
POST Submit Survey 874,1,5151,5151,5151,0.00,0.000%,.19414,16.92,0.48,89269.0
POST Submit Survey 875,1,4771,4771,4771,0.00,0.000%,.20960,18.27,0.52,89269.0
POST Submit Survey 876,1,4602,4602,4602,0.00,0.000%,.21730,18.94,0.54,89269.0
POST Submit Survey 877,1,4326,4326,4326,0.00,0.000%,.23116,20.15,0.58,89269.0
POST Submit Survey 878,1,5471,5471,5471,0.00,0.000%,.18278,15.93,0.46,89269.0
POST Submit Survey 879,1,5155,5155,5155,0.00,0.000%,.19399,16.91,0.48,89269.0
POST Submit Survey 880,1,4836,4836,4836,0.00,0.000%,.20678,18.03,0.52,89269.0
POST Submit Survey 881,1,4652,4652,4652,0.00,0.000%,.21496,18.74,0.54,89269.0
POST Submit Survey 882,1,4340,4340,4340,0.00,0.000%,.23041,20.09,0.57,89269.0
POST Submit Survey 883,1,4601,4601,4601,0.00,0.000%,.21734,18.95,0.54,89269.0
POST Submit Survey 884,1,5301,5301,5301,0.00,0.000%,.18864,16.45,0.47,89269.0
POST Submit Survey 885,1,4970,4970,4970,0.00,0.000%,.20121,17.54,0.50,89269.0
POST Submit Survey 886,1,4783,4783,4783,0.00,0.000%,.20907,18.23,0.52,89269.0
POST Submit Survey 887,1,5599,5599,5599,0.00,0.000%,.17860,15.57,0.45,89269.0
POST Submit Survey 888,1,4629,4629,4629,0.00,0.000%,.21603,18.83,0.54,89269.0
POST Submit Survey 889,1,4928,4928,4928,0.00,0.000%,.20292,17.69,0.51,89269.0
POST Submit Survey 890,1,4777,4777,4777,0.00,0.000%,.20934,18.25,0.52,89269.0
POST Submit Survey 891,1,4536,4536,4536,0.00,0.000%,.22046,19.22,0.55,89269.0
POST Submit Survey 892,1,4404,4404,4404,0.00,0.000%,.22707,19.79,0.57,89269.0
POST Submit Survey 893,1,5431,5431,5431,0.00,0.000%,.18413,16.05,0.46,89269.0
POST Submit Survey 894,1,5194,5194,5194,0.00,0.000%,.19253,16.78,0.48,89269.0
POST Submit Survey 895,1,4736,4736,4736,0.00,0.000%,.21115,18.41,0.53,89269.0
POST Submit Survey 896,1,4586,4586,4586,0.00,0.000%,.21805,19.01,0.54,89269.0
POST Submit Survey 897,1,4432,4432,4432,0.00,0.000%,.22563,19.67,0.56,89269.0
POST Submit Survey 898,1,4627,4627,4627,0.00,0.000%,.21612,18.84,0.54,89269.0
POST Submit Survey 899,1,5116,5116,5116,0.00,0.000%,.19547,17.04,0.49,89269.0
POST Submit Survey 900,1,4854,4854,4854,0.00,0.000%,.20602,17.96,0.51,89269.0
POST Submit Survey 901,1,4611,4611,4611,0.00,0.000%,.21687,18.91,0.54,89269.0
POST Submit Survey 902,1,5468,5468,5468,0.00,0.000%,.18288,15.94,0.46,89269.0
POST Submit Survey 903,1,4595,4595,4595,0.00,0.000%,.21763,18.97,0.54,89269.0
POST Submit Survey 904,1,4897,4897,4897,0.00,0.000%,.20421,17.80,0.51,89269.0
POST Submit Survey 905,1,4744,4744,4744,0.00,0.000%,.21079,18.38,0.53,89269.0
POST Submit Survey 906,1,4658,4658,4658,0.00,0.000%,.21468,18.72,0.54,89269.0
POST Submit Survey 907,1,4336,4336,4336,0.00,0.000%,.23063,20.11,0.57,89269.0
POST Submit Survey 908,1,5491,5491,5491,0.00,0.000%,.18212,15.88,0.45,89269.0
POST Submit Survey 909,1,5168,5168,5168,0.00,0.000%,.19350,16.87,0.48,89269.0
POST Submit Survey 910,1,4823,4823,4823,0.00,0.000%,.20734,18.08,0.52,89269.0
POST Submit Survey 911,1,4615,4615,4615,0.00,0.000%,.21668,18.89,0.54,89269.0
POST Submit Survey 912,1,4325,4325,4325,0.00,0.000%,.23121,20.16,0.58,89269.0
POST Submit Survey 913,1,4649,4649,4649,0.00,0.000%,.21510,18.75,0.54,89269.0
POST Submit Survey 914,1,5136,5136,5136,0.00,0.000%,.19470,16.97,0.49,89269.0
POST Submit Survey 915,1,4763,4763,4763,0.00,0.000%,.20995,18.30,0.52,89269.0
POST Submit Survey 916,1,4626,4626,4626,0.00,0.000%,.21617,18.84,0.54,89269.0
POST Submit Survey 917,1,5439,5439,5439,0.00,0.000%,.18386,16.03,0.46,89269.0
POST Submit Survey 918,1,4640,4640,4640,0.00,0.000%,.21552,18.79,0.54,89269.0
POST Submit Survey 919,1,4343,4343,4343,0.00,0.000%,.23026,20.07,0.57,89269.0
POST Submit Survey 920,1,4763,4763,4763,0.00,0.000%,.20995,18.30,0.52,89269.0
POST Submit Survey 921,1,5173,5173,5173,0.00,0.000%,.19331,16.85,0.48,89269.0
POST Submit Survey 922,1,4619,4619,4619,0.00,0.000%,.21650,18.87,0.54,89269.0
POST Submit Survey 924,1,4342,4342,4342,0.00,0.000%,.23031,20.08,0.57,89269.0
POST Submit Survey 923,1,5450,5450,5450,0.00,0.000%,.18349,16.00,0.46,89269.0
POST Submit Survey 925,1,4793,4793,4793,0.00,0.000%,.20864,18.19,0.52,89269.0
POST Submit Survey 926,1,5145,5145,5145,0.00,0.000%,.19436,16.94,0.48,89269.0
POST Submit Survey 927,1,4706,4706,4706,0.00,0.000%,.21249,18.52,0.53,89269.0
POST Submit Survey 928,1,4972,4972,4972,0.00,0.000%,.20113,17.53,0.50,89269.0
POST Submit Survey 929,1,4334,4334,4334,0.00,0.000%,.23073,20.11,0.58,89269.0
POST Submit Survey 930,1,4775,4775,4775,0.00,0.000%,.20942,18.26,0.52,89269.0
POST Submit Survey 931,1,4675,4675,4675,0.00,0.000%,.21390,18.65,0.53,89269.0
POST Submit Survey 932,1,5413,5413,5413,0.00,0.000%,.18474,16.11,0.46,89269.0
POST Submit Survey 933,1,4602,4602,4602,0.00,0.000%,.21730,18.94,0.54,89269.0
POST Submit Survey 934,1,4323,4323,4323,0.00,0.000%,.23132,20.17,0.58,89269.0
POST Submit Survey 935,1,4744,4744,4744,0.00,0.000%,.21079,18.38,0.53,89269.0
POST Submit Survey 936,1,5184,5184,5184,0.00,0.000%,.19290,16.82,0.48,89269.0
POST Submit Survey 937,1,4625,4625,4625,0.00,0.000%,.21622,18.85,0.54,89269.0
POST Submit Survey 939,1,4344,4344,4344,0.00,0.000%,.23020,20.07,0.57,89269.0
POST Submit Survey 938,1,5445,5445,5445,0.00,0.000%,.18365,16.01,0.46,89269.0
POST Submit Survey 940,1,4618,4618,4618,0.00,0.000%,.21654,18.88,0.54,89269.0
POST Submit Survey 941,1,5157,5157,5157,0.00,0.000%,.19391,16.90,0.48,89269.0
POST Submit Survey 942,1,4810,4810,4810,0.00,0.000%,.20790,18.12,0.52,89269.0
POST Submit Survey 943,1,5084,5084,5084,0.00,0.000%,.19670,17.15,0.49,89269.0
POST Submit Survey 944,1,4535,4535,4535,0.00,0.000%,.22051,19.22,0.55,89269.0
POST Submit Survey 945,1,4812,4812,4812,0.00,0.000%,.20781,18.12,0.52,89269.0
POST Submit Survey 946,1,5202,5202,5202,0.00,0.000%,.19223,16.76,0.48,89269.0
POST Submit Survey 948,1,4641,4641,4641,0.00,0.000%,.21547,18.78,0.54,89269.0
POST Submit Survey 947,1,5672,5672,5672,0.00,0.000%,.17630,15.37,0.44,89269.0
POST Submit Survey 949,1,4356,4356,4356,0.00,0.000%,.22957,20.01,0.57,89269.0
POST Submit Survey 950,1,4827,4827,4827,0.00,0.000%,.20717,18.06,0.52,89269.0
POST Submit Survey 951,1,5113,5113,5113,0.00,0.000%,.19558,17.05,0.49,89269.0
POST Submit Survey 952,1,4688,4688,4688,0.00,0.000%,.21331,18.60,0.53,89269.0
POST Submit Survey 954,1,4326,4326,4326,0.00,0.000%,.23116,20.15,0.58,89269.0
POST Submit Survey 953,1,5472,5472,5472,0.00,0.000%,.18275,15.93,0.46,89269.0
POST Submit Survey 955,1,4638,4638,4638,0.00,0.000%,.21561,18.80,0.54,89269.0
POST Submit Survey 956,1,5129,5129,5129,0.00,0.000%,.19497,17.00,0.49,89269.0
POST Submit Survey 957,1,4832,4832,4832,0.00,0.000%,.20695,18.04,0.52,89269.0
POST Submit Survey 958,1,4920,4920,4920,0.00,0.000%,.20325,17.72,0.51,89269.0
POST Submit Survey 959,1,4316,4316,4316,0.00,0.000%,.23170,20.20,0.58,89269.0
POST Submit Survey 960,1,4691,4691,4691,0.00,0.000%,.21317,18.58,0.53,89269.0
POST Submit Survey 961,1,5113,5113,5113,0.00,0.000%,.19558,17.05,0.49,89269.0
POST Submit Survey 962,1,5486,5486,5486,0.00,0.000%,.18228,15.89,0.45,89269.0
POST Submit Survey 963,1,4634,4634,4634,0.00,0.000%,.21580,18.81,0.54,89269.0
POST Submit Survey 964,1,4330,4330,4330,0.00,0.000%,.23095,20.13,0.58,89269.0
POST Submit Survey 965,1,4826,4826,4826,0.00,0.000%,.20721,18.06,0.52,89269.0
POST Submit Survey 966,1,5091,5091,5091,0.00,0.000%,.19643,17.12,0.49,89269.0
POST Submit Survey 967,1,4681,4681,4681,0.00,0.000%,.21363,18.62,0.53,89269.0
POST Submit Survey 969,1,4340,4340,4340,0.00,0.000%,.23041,20.09,0.57,89269.0
POST Submit Survey 968,1,5493,5493,5493,0.00,0.000%,.18205,15.87,0.45,89269.0
POST Submit Survey 970,1,4626,4626,4626,0.00,0.000%,.21617,18.84,0.54,89269.0
POST Submit Survey 971,1,5077,5077,5077,0.00,0.000%,.19697,17.17,0.49,89269.0
POST Submit Survey 972,1,4850,4850,4850,0.00,0.000%,.20619,17.97,0.51,89269.0
POST Submit Survey 973,1,4896,4896,4896,0.00,0.000%,.20425,17.81,0.51,89269.0
POST Submit Survey 974,1,4336,4336,4336,0.00,0.000%,.23063,20.11,0.57,89269.0
POST Submit Survey 975,1,4748,4748,4748,0.00,0.000%,.21061,18.36,0.52,89269.0
POST Submit Survey 976,1,5131,5131,5131,0.00,0.000%,.19489,16.99,0.49,89269.0
POST Submit Survey 977,1,5434,5434,5434,0.00,0.000%,.18403,16.04,0.46,89269.0
POST Submit Survey 978,1,4635,4635,4635,0.00,0.000%,.21575,18.81,0.54,89269.0
POST Submit Survey 979,1,4354,4354,4354,0.00,0.000%,.22967,20.02,0.57,89269.0
POST Submit Survey 980,1,4814,4814,4814,0.00,0.000%,.20773,18.11,0.52,89269.0
POST Submit Survey 981,1,5103,5103,5103,0.00,0.000%,.19596,17.08,0.49,89269.0
POST Submit Survey 982,1,4912,4912,4912,0.00,0.000%,.20358,17.75,0.51,89269.0
POST Submit Survey 983,1,5437,5437,5437,0.00,0.000%,.18392,16.03,0.46,89269.0
POST Submit Survey 984,1,4649,4649,4649,0.00,0.000%,.21510,18.75,0.54,89269.0
POST Submit Survey 985,1,4339,4339,4339,0.00,0.000%,.23047,20.09,0.57,89269.0
POST Submit Survey 986,1,4786,4786,4786,0.00,0.000%,.20894,18.21,0.52,89269.0
POST Submit Survey 987,1,4868,4868,4868,0.00,0.000%,.20542,17.91,0.51,89269.0
POST Submit Survey 988,1,5244,5244,5244,0.00,0.000%,.19069,16.62,0.48,89269.0
POST Submit Survey 989,1,4929,4929,4929,0.00,0.000%,.20288,17.69,0.51,89269.0
POST Submit Survey 990,1,4316,4316,4316,0.00,0.000%,.23170,20.20,0.58,89269.0
POST Submit Survey 991,1,4747,4747,4747,0.00,0.000%,.21066,18.36,0.53,89269.0
POST Submit Survey 992,1,5456,5456,5456,0.00,0.000%,.18328,15.98,0.46,89269.0
POST Submit Survey 993,1,4609,4609,4609,0.00,0.000%,.21697,18.91,0.54,89269.0
POST Submit Survey 994,1,5199,5199,5199,0.00,0.000%,.19234,16.77,0.48,89269.0
POST Submit Survey 995,1,4323,4323,4323,0.00,0.000%,.23132,20.17,0.58,89269.0
POST Submit Survey 996,1,4812,4812,4812,0.00,0.000%,.20781,18.12,0.52,89269.0
POST Submit Survey 997,1,4915,4915,4915,0.00,0.000%,.20346,17.74,0.51,89269.0
POST Submit Survey 998,1,5463,5463,5463,0.00,0.000%,.18305,15.96,0.46,89269.0
POST Submit Survey 999,1,4609,4609,4609,0.00,0.000%,.21697,18.91,0.54,89269.0
POST Submit Survey 1000,1,4308,4308,4308,0.00,0.000%,.23213,20.24,0.58,89269.0
POST Submit Survey 1001,1,4748,4748,4748,0.00,0.000%,.21061,18.36,0.52,89269.0
POST Submit Survey 1002,1,4897,4897,4897,0.00,0.000%,.20421,17.80,0.51,89269.0
POST Submit Survey 1003,1,5383,5383,5383,0.00,0.000%,.18577,16.19,0.46,89269.0
POST Submit Survey 1004,1,5115,5115,5115,0.00,0.000%,.19550,17.04,0.49,89269.0
POST Submit Survey 1005,1,4478,4478,4478,0.00,0.000%,.22331,19.47,0.56,89269.0
POST Submit Survey 1006,1,4925,4925,4925,0.00,0.000%,.20305,17.70,0.51,89269.0
POST Submit Survey 1008,1,4639,4639,4639,0.00,0.000%,.21556,18.79,0.54,89269.0
POST Submit Survey 1007,1,5657,5657,5657,0.00,0.000%,.17677,15.41,0.44,89269.0
POST Submit Survey 1009,1,5187,5187,5187,0.00,0.000%,.19279,16.81,0.48,89269.0
POST Submit Survey 1010,1,4349,4349,4349,0.00,0.000%,.22994,20.05,0.57,89269.0
POST Submit Survey 1011,1,4778,4778,4778,0.00,0.000%,.20929,18.25,0.52,89269.0
POST Submit Survey 1012,1,4860,4860,4860,0.00,0.000%,.20576,17.94,0.51,89269.0
POST Submit Survey 1013,1,5453,5453,5453,0.00,0.000%,.18339,15.99,0.46,89269.0
POST Submit Survey 1014,1,4640,4640,4640,0.00,0.000%,.21552,18.79,0.54,89269.0
POST Submit Survey 1015,1,4307,4307,4307,0.00,0.000%,.23218,20.24,0.58,89269.0
POST Submit Survey 1016,1,4761,4761,4761,0.00,0.000%,.21004,18.31,0.52,89269.0
POST Submit Survey 1017,1,4901,4901,4901,0.00,0.000%,.20404,17.79,0.51,89269.0
POST Submit Survey 1018,1,5176,5176,5176,0.00,0.000%,.19320,16.84,0.48,89269.0
POST Submit Survey 1019,1,4912,4912,4912,0.00,0.000%,.20358,17.75,0.51,89269.0
POST Submit Survey 1020,1,4283,4283,4283,0.00,0.000%,.23348,20.35,0.58,89269.0
POST Submit Survey 1021,1,4821,4821,4821,0.00,0.000%,.20743,18.08,0.52,89269.0
POST Submit Survey 1022,1,4616,4616,4616,0.00,0.000%,.21664,18.89,0.54,89269.0
POST Submit Survey 1023,1,5479,5479,5479,0.00,0.000%,.18252,15.91,0.45,89269.0
POST Submit Survey 1024,1,5200,5200,5200,0.00,0.000%,.19231,16.76,0.48,89269.0
POST Submit Survey 1025,1,4322,4322,4322,0.00,0.000%,.23137,20.17,0.58,89269.0
POST Submit Survey 1026,1,4774,4774,4774,0.00,0.000%,.20947,18.26,0.52,89269.0
POST Submit Survey 1027,1,4882,4882,4882,0.00,0.000%,.20483,17.86,0.51,89269.0
POST Submit Survey 1028,1,4650,4650,4650,0.00,0.000%,.21505,18.75,0.54,89269.0
POST Submit Survey 1029,1,5137,5137,5137,0.00,0.000%,.19467,16.97,0.49,89269.0
POST Submit Survey 1030,1,4341,4341,4341,0.00,0.000%,.23036,20.08,0.57,89269.0
POST Submit Survey 1031,1,4783,4783,4783,0.00,0.000%,.20907,18.23,0.52,89269.0
POST Submit Survey 1032,1,5469,5469,5469,0.00,0.000%,.18285,15.94,0.46,89269.0
POST Submit Survey 1033,1,4892,4892,4892,0.00,0.000%,.20442,17.82,0.51,89269.0
POST Submit Survey 1034,1,5130,5130,5130,0.00,0.000%,.19493,16.99,0.49,89269.0
POST Submit Survey 1035,1,4323,4323,4323,0.00,0.000%,.23132,20.17,0.58,89269.0
POST Submit Survey 1036,1,4769,4769,4769,0.00,0.000%,.20969,18.28,0.52,89269.0
POST Submit Survey 1037,1,4631,4631,4631,0.00,0.000%,.21594,18.82,0.54,89269.0
POST Submit Survey 1038,1,5437,5437,5437,0.00,0.000%,.18392,16.03,0.46,89269.0
POST Submit Survey 1039,1,5090,5090,5090,0.00,0.000%,.19646,17.13,0.49,89269.0
POST Submit Survey 1040,1,4260,4260,4260,0.00,0.000%,.23474,20.46,0.59,89269.0
POST Submit Survey 1041,1,4878,4878,4878,0.00,0.000%,.20500,17.87,0.51,89269.0
POST Submit Survey 1042,1,4906,4906,4906,0.00,0.000%,.20383,17.77,0.51,89269.0
POST Submit Survey 1043,1,4821,4821,4821,0.00,0.000%,.20743,18.08,0.52,89269.0
POST Submit Survey 1044,1,4348,4348,4348,0.00,0.000%,.22999,20.05,0.57,89269.0
POST Submit Survey 1045,1,5197,5197,5197,0.00,0.000%,.19242,16.77,0.48,89269.0
POST Submit Survey 1046,1,5466,5466,5466,0.00,0.000%,.18295,15.95,0.46,89269.0
POST Submit Survey 1047,1,4907,4907,4907,0.00,0.000%,.20379,17.77,0.51,89269.0
POST Submit Survey 1048,1,4792,4792,4792,0.00,0.000%,.20868,18.19,0.52,89269.0
POST Submit Survey 1049,1,4343,4343,4343,0.00,0.000%,.23026,20.07,0.57,89269.0
POST Submit Survey 1050,1,5172,5172,5172,0.00,0.000%,.19335,16.86,0.48,89269.0
POST Submit Survey 1051,1,4652,4652,4652,0.00,0.000%,.21496,18.74,0.54,89269.0
POST Submit Survey 1052,1,4830,4830,4830,0.00,0.000%,.20704,18.05,0.52,89269.0
POST Submit Survey 1054,1,4340,4340,4340,0.00,0.000%,.23041,20.09,0.57,89269.0
POST Submit Survey 1053,1,5368,5368,5368,0.00,0.000%,.18629,16.24,0.46,89269.0
POST Submit Survey 1055,1,4837,4837,4837,0.00,0.000%,.20674,18.02,0.52,89269.0
POST Submit Survey 1056,1,5200,5200,5200,0.00,0.000%,.19231,16.76,0.48,89269.0
POST Submit Survey 1057,1,4929,4929,4929,0.00,0.000%,.20288,17.69,0.51,89269.0
POST Submit Survey 1058,1,4892,4892,4892,0.00,0.000%,.20442,17.82,0.51,89269.0
POST Submit Survey 1059,1,4335,4335,4335,0.00,0.000%,.23068,20.11,0.57,89269.0
POST Submit Survey 1060,1,4744,4744,4744,0.00,0.000%,.21079,18.38,0.53,89269.0
POST Submit Survey 1061,1,5458,5458,5458,0.00,0.000%,.18322,15.97,0.46,89269.0
POST Submit Survey 1062,1,5188,5188,5188,0.00,0.000%,.19275,16.80,0.48,89269.0
POST Submit Survey 1063,1,4860,4860,4860,0.00,0.000%,.20576,17.94,0.51,89269.0
POST Submit Survey 1064,1,4485,4485,4485,0.00,0.000%,.22297,19.44,0.56,89269.0
POST Submit Survey 1065,1,4826,4826,4826,0.00,0.000%,.20721,18.06,0.52,89269.0
POST Submit Survey 1066,1,4646,4646,4646,0.00,0.000%,.21524,18.76,0.54,89269.0
POST Submit Survey 1067,1,5131,5131,5131,0.00,0.000%,.19489,16.99,0.49,89269.0
POST Submit Survey 1068,1,4846,4846,4846,0.00,0.000%,.20636,17.99,0.51,89269.0
POST Submit Survey 1069,1,5445,5445,5445,0.00,0.000%,.18365,16.01,0.46,89269.0
POST Submit Survey 1070,1,4763,4763,4763,0.00,0.000%,.20995,18.30,0.52,89269.0
POST Submit Survey 1071,1,4345,4345,4345,0.00,0.000%,.23015,20.06,0.57,89269.0
POST Submit Survey 1072,1,4908,4908,4908,0.00,0.000%,.20375,17.76,0.51,89269.0
POST Submit Survey 1073,1,5150,5150,5150,0.00,0.000%,.19417,16.93,0.48,89269.0
POST Submit Survey 1074,1,4885,4885,4885,0.00,0.000%,.20471,17.85,0.51,89269.0
POST Submit Survey 1075,1,4823,4823,4823,0.00,0.000%,.20734,18.08,0.52,89269.0
POST Submit Survey 1077,1,4354,4354,4354,0.00,0.000%,.22967,20.02,0.57,89269.0
POST Submit Survey 1076,1,5447,5447,5447,0.00,0.000%,.18359,16.00,0.46,89269.0
POST Submit Survey 1078,1,5135,5135,5135,0.00,0.000%,.19474,16.98,0.49,89269.0
POST Submit Survey 1079,1,4835,4835,4835,0.00,0.000%,.20683,18.03,0.52,89269.0
POST Submit Survey 1080,1,4746,4746,4746,0.00,0.000%,.21070,18.37,0.53,89269.0
POST Submit Survey 1081,1,4648,4648,4648,0.00,0.000%,.21515,18.76,0.54,89269.0
POST Submit Survey 1082,1,4371,4371,4371,0.00,0.000%,.22878,19.94,0.57,89269.0
POST Submit Survey 1083,1,5095,5095,5095,0.00,0.000%,.19627,17.11,0.49,89269.0
POST Submit Survey 1084,1,5453,5453,5453,0.00,0.000%,.18339,15.99,0.46,89269.0
POST Submit Survey 1085,1,4791,4791,4791,0.00,0.000%,.20872,18.20,0.52,89269.0
POST Submit Survey 1086,1,4902,4902,4902,0.00,0.000%,.20400,17.78,0.51,89269.0
POST Submit Survey 1087,1,4934,4934,4934,0.00,0.000%,.20268,17.67,0.51,89269.0
POST Submit Survey 1088,1,5148,5148,5148,0.00,0.000%,.19425,16.93,0.48,89269.0
POST Submit Survey 1089,1,4334,4334,4334,0.00,0.000%,.23073,20.11,0.58,89269.0
POST Submit Survey 1090,1,4773,4773,4773,0.00,0.000%,.20951,18.26,0.52,89269.0
POST Submit Survey 1091,1,4861,4861,4861,0.00,0.000%,.20572,17.93,0.51,89269.0
POST Submit Survey 1092,1,5492,5492,5492,0.00,0.000%,.18208,15.87,0.45,89269.0
POST Submit Survey 1093,1,5078,5078,5078,0.00,0.000%,.19693,17.17,0.49,89269.0
POST Submit Survey 1094,1,4369,4369,4369,0.00,0.000%,.22889,19.95,0.57,89269.0
POST Submit Survey 1095,1,4774,4774,4774,0.00,0.000%,.20947,18.26,0.52,89269.0
POST Submit Survey 1096,1,4650,4650,4650,0.00,0.000%,.21505,18.75,0.54,89269.0
POST Submit Survey 1097,1,4968,4968,4968,0.00,0.000%,.20129,17.55,0.50,89269.0
POST Submit Survey 1098,1,5136,5136,5136,0.00,0.000%,.19470,16.97,0.49,89269.0
POST Submit Survey 1099,1,5428,5428,5428,0.00,0.000%,.18423,16.06,0.46,89269.0
POST Submit Survey 1100,1,4729,4729,4729,0.00,0.000%,.21146,18.43,0.53,89269.0
POST Submit Survey 1101,1,5205,5205,5205,0.00,0.000%,.19212,16.75,0.48,89269.0
POST Submit Survey 1102,1,4301,4301,4301,0.00,0.000%,.23250,20.27,0.58,89269.0
POST Submit Survey 1103,1,5132,5132,5132,0.00,0.000%,.19486,16.99,0.49,89269.0
POST Submit Survey 1104,1,4830,4830,4830,0.00,0.000%,.20704,18.05,0.52,89269.0
POST Submit Survey 1105,1,4808,4808,4808,0.00,0.000%,.20799,18.13,0.52,89269.0
POST Submit Survey 1107,1,4340,4340,4340,0.00,0.000%,.23041,20.09,0.57,89269.0
POST Submit Survey 1106,1,5459,5459,5459,0.00,0.000%,.18318,15.97,0.46,89269.0
POST Submit Survey 1108,1,5133,5133,5133,0.00,0.000%,.19482,16.98,0.49,89269.0
POST Submit Survey 1109,1,4838,4838,4838,0.00,0.000%,.20670,18.02,0.52,89269.0
POST Submit Survey 1110,1,4624,4624,4624,0.00,0.000%,.21626,18.85,0.54,89269.0
POST Submit Survey 1111,1,4818,4818,4818,0.00,0.000%,.20756,18.09,0.52,89269.0
POST Submit Survey 1112,1,4416,4416,4416,0.00,0.000%,.22645,19.74,0.56,89269.0
POST Submit Survey 1113,1,5098,5098,5098,0.00,0.000%,.19616,17.10,0.49,89269.0
POST Submit Survey 1114,1,5466,5466,5466,0.00,0.000%,.18295,15.95,0.46,89269.0
POST Submit Survey 1115,1,4886,4886,4886,0.00,0.000%,.20467,17.84,0.51,89269.0
POST Submit Survey 1117,1,4314,4314,4314,0.00,0.000%,.23180,20.21,0.58,89269.0
POST Submit Survey 1116,1,5347,5347,5347,0.00,0.000%,.18702,16.30,0.47,89269.0
POST Submit Survey 1118,1,5109,5109,5109,0.00,0.000%,.19573,17.06,0.49,89269.0
POST Submit Survey 1119,1,4819,4819,4819,0.00,0.000%,.20751,18.09,0.52,89269.0
POST Submit Survey 1120,1,4858,4858,4858,0.00,0.000%,.20585,17.94,0.51,89269.0
POST Submit Survey 1122,1,4301,4301,4301,0.00,0.000%,.23250,20.27,0.58,89269.0
POST Submit Survey 1121,1,5429,5429,5429,0.00,0.000%,.18420,16.06,0.46,89269.0
POST Submit Survey 1123,1,5298,5298,5298,0.00,0.000%,.18875,16.45,0.47,89269.0
POST Submit Survey 1124,1,4946,4946,4946,0.00,0.000%,.20218,17.63,0.50,89269.0
POST Submit Survey 1125,1,4902,4902,4902,0.00,0.000%,.20400,17.78,0.51,89269.0
POST Submit Survey 1126,1,5128,5128,5128,0.00,0.000%,.19501,17.00,0.49,89269.0
POST Submit Survey 1127,1,4670,4670,4670,0.00,0.000%,.21413,18.67,0.53,89269.0
POST Submit Survey 1128,1,5508,5508,5508,0.00,0.000%,.18155,15.83,0.45,89269.0
POST Submit Survey 1129,1,4795,4795,4795,0.00,0.000%,.20855,18.18,0.52,89269.0
POST Submit Survey 1130,1,5286,5286,5286,0.00,0.000%,.18918,16.49,0.47,89269.0
POST Submit Survey 1131,1,4908,4908,4908,0.00,0.000%,.20375,17.76,0.51,89269.0
POST Submit Survey 1133,1,4368,4368,4368,0.00,0.000%,.22894,19.96,0.57,89269.0
POST Submit Survey 1132,1,5447,5447,5447,0.00,0.000%,.18359,16.00,0.46,89269.0
POST Submit Survey 1134,1,5491,5491,5491,0.00,0.000%,.18212,15.88,0.45,89269.0
POST Submit Survey 1135,1,4900,4900,4900,0.00,0.000%,.20408,17.79,0.51,89269.0
POST Submit Survey 1136,1,5288,5288,5288,0.00,0.000%,.18911,16.49,0.47,89269.0
POST Submit Survey 1137,1,4928,4928,4928,0.00,0.000%,.20292,17.69,0.51,89269.0
POST Submit Survey 1138,1,4344,4344,4344,0.00,0.000%,.23020,20.07,0.57,89269.0
POST Submit Survey 1139,1,4630,4630,4630,0.00,0.000%,.21598,18.83,0.54,89269.0
POST Submit Survey 1140,1,4778,4778,4778,0.00,0.000%,.20929,18.25,0.52,89269.0
POST Submit Survey 1141,1,5367,5367,5367,0.00,0.000%,.18632,16.24,0.46,89269.0
POST Submit Survey 1142,1,5168,5168,5168,0.00,0.000%,.19350,16.87,0.48,89269.0
POST Submit Survey 1143,1,4338,4338,4338,0.00,0.000%,.23052,20.10,0.57,89269.0
POST Submit Survey 1144,1,4877,4877,4877,0.00,0.000%,.20504,17.88,0.51,89269.0
POST Submit Survey 1145,1,4735,4735,4735,0.00,0.000%,.21119,18.41,0.53,89269.0
POST Submit Survey 1146,1,4602,4602,4602,0.00,0.000%,.21730,18.94,0.54,89269.0
POST Submit Survey 1147,1,5148,5148,5148,0.00,0.000%,.19425,16.93,0.48,89269.0
POST Submit Survey 1148,1,5374,5374,5374,0.00,0.000%,.18608,16.22,0.46,89269.0
POST Submit Survey 1149,1,5352,5352,5352,0.00,0.000%,.18685,16.29,0.47,89269.0
POST Submit Survey 1150,1,4796,4796,4796,0.00,0.000%,.20851,18.18,0.52,89269.0
POST Submit Survey 1151,1,4336,4336,4336,0.00,0.000%,.23063,20.11,0.57,89269.0
POST Submit Survey 1152,1,4903,4903,4903,0.00,0.000%,.20396,17.78,0.51,89269.0
POST Submit Survey 1153,1,5159,5159,5159,0.00,0.000%,.19384,16.90,0.48,89269.0
POST Submit Survey 1154,1,4643,4643,4643,0.00,0.000%,.21538,18.78,0.54,89269.0
POST Submit Survey 1155,1,4765,4765,4765,0.00,0.000%,.20986,18.30,0.52,89269.0
POST Submit Survey 1156,1,5332,5332,5332,0.00,0.000%,.18755,16.35,0.47,89269.0
